Airline,Origin,Delay (min)
OO,SNA,11.5
OO,SPI,180.0
OO,STL,5.428571428571429
OO,STS,-8.8
OO,SUN,-3.4
OO,SWF,37.5
OO,SYR,17.2
OO,TOL,187.0
OO,TRI,-10.0
OO,TUL,13.4
OO,TUS,0.3125
OO,TVC,79.6
OO,TWF,-4.666666666666667
OO,TYS,12.0
OO,UIN,56.5
OO,XNA,-7.666666666666667
OO,YUM,-7.75
UA,ABQ,-4.0
UA,ALB,55.5
UA,ANC,0.0
UA,ATL,4.153846153846154
UA,AUS,-1.8235294117647058
UA,AVL,57.0
UA,BDL,44.0
UA,BIL,1.0
UA,BNA,12.0
UA,BOI,-4.5
UA,BOS,21.870967741935484
UA,BUF,-3.0
UA,BWI,-1.2222222222222223
UA,BZN,12.25
UA,CHS,-7.0
UA,CID,21.0
UA,CLE,21.714285714285715
UA,CLT,-5.0
UA,CVG,-2.0
UA,DCA,-4.833333333333333
UA,DEN,5.8924050632911396
UA,DFW,4.3125
UA,DTW,17.5
UA,EGE,-5.4
UA,EUG,83.0
UA,EWR,20.34228187919463
UA,FLL,3.727272727272727
UA,GEG,-4.5
UA,GUC,5.0
UA,GUM,-7.0
UA,HDN,-3.0
UA,HNL,-2.473684210526316
UA,IAD,4.8307692307692305
UA,IAH,7.378531073446328
UA,IND,50.0
UA,ITO,-9.0
UA,JAC,32.0
UA,JAX,101.0
UA,KOA,-4.833333333333333
UA,LAS,-4.56
UA,LAX,11.310344827586206
UA,LGA,12.363636363636363
UA,LIH,-8.2
UA,MCI,4.0
UA,MCO,15.86111111111111
UA,MEM,55.0
UA,MFE,
UA,MIA,2.3333333333333335
UA,MKE,-5.0
UA,MSP,-3.2
UA,MSY,1.25
UA,MTJ,-12.0
UA,MYR,29.0
UA,OGG,-0.9
UA,OKC,-5.0
UA,OMA,41.0
UA,ONT,0.5
UA,ORD,24.832369942196532
UA,ORF,-4.0
UA,PBI,26.75
UA,PDX,2.9545454545454546
UA,PHL,2.3636363636363638
UA,PHX,-3.869565217391304
UA,PIT,-2.25
UA,PSP,9.333333333333334
UA,RDU,-1.5
UA,RIC,16.5
UA,RNO,-3.5
UA,ROC,0.0
UA,RSW,15.846153846153847
UA,SAN,13.67741935483871
UA,SAT,-1.3333333333333333
UA,SAV,1.0
UA,SEA,10.15625
UA,SFO,9.668711656441717
UA,SJC,-2.0
UA,SJU,46.2
UA,SLC,-6.142857142857143
UA,SMF,20.88888888888889
UA,SNA,15.555555555555555
UA,SRQ,-0.3333333333333333
UA,TPA,8.045454545454545
UA,TUS,4.0
UA,TYS,9.0
VX,AUS,17.0
VX,BNA,-8.0
VX,BOS,13.25
VX,BWI,-4.0
VX,DAL,2.2222222222222223
VX,DCA,11.333333333333334
VX,DEN,3.5
VX,EWR,2.4285714285714284
VX,FLL,6.75
VX,HNL,-6.0
VX,IAD,4.5
VX,IND,-5.0
VX,JFK,2.0
VX,KOA,-5.0
VX,LAS,1.1818181818181819
VX,LAX,4.0
VX,MCO,21.0
VX,MSY,-9.0
VX,OGG,5.5
VX,ORD,7.4
VX,PDX,-0.5
VX,PHL,10.0
VX,PSP,19.666666666666668
VX,RDU,0.0
VX,SAN,22.4
VX,SEA,-4.666666666666667
VX,SFO,8.180327868852459
WN,ABQ,19.78125
WN,ALB,20.5
WN,AMA,64.0
WN,ATL,35.857142857142854
WN,AUS,15.34375
WN,BDL,19.526315789473685
WN,BHM,8.333333333333334
WN,BNA,33.766666666666666
WN,BOI,7.636363636363637
WN,BOS,39.88235294117647
WN,BUF,8.705882352941176
WN,BUR,18.196428571428573
WN,BWI,18.39622641509434
WN,CHS,5.857142857142857
WN,CLE,19.736842105263158
WN,CLT,-0.125
WN,CMH,23.294117647058822
WN,CRP,8.0
WN,CVG,10.875
WN,DAL,26.54494382022472
WN,DCA,20.238095238095237
WN,DEN,21.291666666666668
WN,DSM,38.333333333333336
WN,DTW,13.666666666666666
WN,ECP,10.333333333333334
WN,ELP,13.05
WN,EWR,21.85
WN,FLL,28.074626865671643
WN,FNT,11.666666666666666
WN,GEG,0.9
WN,GRR,15.2
WN,GSP,-3.3333333333333335
WN,HOU,16.854166666666668
WN,HRL,4.5
WN,IAD,74.0
WN,ICT,37.0
WN,IND,11.212121212121213
WN,ISP,53.15384615384615
WN,JAX,12.416666666666666
WN,LAS,18.029850746268657
WN,LAX,17.952
WN,LBB,6.142857142857143
WN,LGA,64.25806451612904
WN,LGB,22.142857142857142
WN,LIT,15.285714285714286
WN,MAF,9.777777777777779
WN,MCI,19.27536231884058
WN,MCO,20.52212389380531
WN,MDW,34.672489082969435
WN,MEM,20.333333333333332
WN,MHT,28.071428571428573
WN,MKE,19.666666666666668
WN,MSP,15.173913043478262
WN,MSY,27.763636363636362
WN,OAK,18.051724137931036
WN,OKC,18.842105263157894
WN,OMA,19.27777777777778
WN,ONT,17.166666666666668
WN,ORF,18.285714285714285
WN,PBI,19.5
WN,PDX,13.825
WN,PHL,6.423076923076923
WN,PHX,18.547619047619047
WN,PIT,15.214285714285714
WN,PNS,5.333333333333333
WN,PVD,17.3
WN,PWM,8.333333333333334
WN,RDU,13.379310344827585
WN,RIC,6.333333333333333
WN,RNO,13.380952380952381
WN,ROC,10.4
WN,RSW,10.736842105263158
WN,SAN,49.06741573033708
WN,SAT,22.863636363636363
WN,SDF,-0.09090909090909091
WN,SEA,22.75
WN,SFO,25.568627450980394
WN,SJC,23.64
WN,SJU,6.5
WN,SLC,20.4375
WN,SMF,23.675
WN,SNA,27.807692307692307
WN,STL,29.71698113207547
WN,TPA,26.17948717948718
WN,TUL,13.0
WN,TUS,25.363636363636363
YV,ABQ,-0.1111111111111111
YV,AMA,
YV,ATL,-1.6666666666666667
YV,AUS,-2.3333333333333335
YV,BDL,17.5
YV,BFL,-4.0
YV,BHM,
YV,BIS,82.0
YV,BMI,16.0
YV,BNA,4.5
YV,BOI,28.0
YV,BOS,6.0
YV,BRO,-5.5
YV,BTR,36.0
YV,BTV,37.0
YV,BUF,-5.0
YV,BUR,31.0
YV,BZN,
YV,CAE,2.0
YV,CHA,137.0
YV,CHS,30.0
YV,CLE,-2.2
YV,CLT,-4.8
YV,CMH,14.333333333333334
YV,CRP,55.5
YV,CVG,-6.4
YV,DCA,-1.0
YV,DFW,37.01234567901235
YV,DRO,1.4
YV,DSM,139.0
YV,DTW,-0.6666666666666666
YV,ELP,17.25
YV,EVV,5.666666666666667
YV,FAT,44.0
YV,FSD,
YV,FWA,4.0
YV,GPT,-3.0
YV,GRI,9.0
YV,GRK,
YV,GSO,217.0
YV,HOU,12.6
YV,HRL,-1.5
YV,HSV,-5.5
YV,IAD,78.08695652173913
YV,IAH,18.276923076923076
YV,ICT,-12.0
YV,ILM,-5.0
YV,IND,5.0
YV,JAN,51.0
YV,JAX,-4.0
YV,LBB,
YV,LFT,-0.5
YV,LGA,7.0
YV,LGB,-6.0
YV,LIT,0.5
YV,MAF,54.0
YV,MCI,5.857142857142857
YV,MEM,14.428571428571429
YV,MFE,20.75
YV,MGM,-2.0
YV,MLI,120.0
YV,MOB,-2.0
YV,MRY,-5.333333333333333
YV,MSP,19.5
YV,MSY,4.666666666666667
YV,MTJ,-3.0
YV,OKC,10.333333333333334
YV,OMA,15.25
YV,ONT,7.0
YV,ORF,-8.0
YV,PHL,28.0
YV,PHX,9.88888888888889
YV,PIA,16.5
YV,PIT,-1.8
YV,PNS,-3.5
YV,PSP,-1.0
YV,PVD,-6.0
YV,RAP,31.0
YV,RDU,-0.25
YV,RIC,-5.0
YV,RNO,-13.0
YV,ROC,3.3333333333333335
YV,ROW,
YV,SAT,126.0
YV,SAV,-4.0
YV,SBA,-10.5
YV,SBP,-8.0
YV,SDF,58.5
YV,STL,-6.0
YV,TUL,-2.0
YV,TUS,-4.0
YV,TYS,19.5
YV,VPS,-5.0
YX,ABQ,-12.0
YX,ALB,2.6666666666666665
YX,ATL,3.857142857142857
YX,AUS,183.66666666666666
YX,BDL,2.111111111111111
YX,BGR,-3.0
YX,BNA,19.363636363636363
YX,BOI,354.0
YX,BOS,2.1666666666666665
YX,BTV,-8.0
YX,BUF,10.75
YX,BWI,-1.25
YX,BZN,0.0
YX,CHS,-0.6666666666666666
YX,CLE,24.333333333333332
YX,CLT,12.210526315789474
YX,CMH,3.5416666666666665
YX,COS,8.5
YX,CVG,19.714285714285715
YX,DCA,7.0
YX,DEN,25.0
YX,DFW,-5.818181818181818
YX,DTW,12.724137931034482
YX,EWR,11.816666666666666
YX,EYW,-1.8333333333333333
YX,GRR,-3.0
YX,IAD,5.0
YX,IAH,5.777777777777778
YX,ICT,-15.0
YX,ILM,-7.0
YX,IND,2.0357142857142856
YX,JAX,8.285714285714286
YX,JFK,19.0
YX,LGA,21.74468085106383
YX,MCI,59.3
YX,MEM,6.857142857142857
YX,MHT,-1.5
YX,MIA,-0.2619047619047619
YX,MKE,107.33333333333333
YX,MSP,6.2631578947368425
YX,MSY,33.0
YX,MYR,-6.0
YX,OKC,-5.666666666666667
YX,OMA,-6.0
YX,ORD,14.27450980392157
YX,ORF,11.777777777777779
YX,PBI,6.0
YX,PHF,-3.0
YX,PHL,15.678571428571429
YX,PIT,-0.7142857142857143
YX,PNS,-4.0
YX,PVD,5.0
YX,PWM,-1.0
YX,RAP,-2.0
YX,RDU,18.5
YX,RIC,31.0
YX,ROC,-0.3333333333333333
YX,RSW,17.5
YX,SAT,-3.0
YX,SAV,1.0
YX,SDF,24.636363636363637
YX,SLC,-7.0
YX,STL,19.2
YX,SYR,12.2
YX,XNA,98.0
